country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
United States,US,2022-06-26,TV,10,Iron Chef: Quest for an Iron Legend,Iron Chef: Quest for an Iron Legend: Season 1,1
United States,US,2022-06-19,Films,1,Hustle,,2
United States,US,2022-06-19,Films,2,Spiderhead,,1
United States,US,2022-06-19,Films,3,Halftime,,1
United States,US,2022-06-19,Films,4,Chickenhare and the Hamster of Darkness,,1
United States,US,2022-06-19,Films,5,The Amazing Spider-Man,,3
United States,US,2022-06-19,Films,6,Mission: Impossible - Ghost Protocol,,2
United States,US,2022-06-19,Films,7,Titanic,,6
United States,US,2022-06-19,Films,8,Interceptor,,3
United States,US,2022-06-19,Films,9,It,,1
United States,US,2022-06-19,Films,10,Collision,,1
United States,US,2022-06-19,TV,1,Stranger Things,Stranger Things 4,4
United States,US,2022-06-19,TV,2,All American,All American: Season 4,3
United States,US,2022-06-19,TV,3,First Kill,First Kill: Season 1,2
United States,US,2022-06-19,TV,4,Keep Sweet: Pray and Obey,Keep Sweet: Pray and Obey: Limited Series,2
United States,US,2022-06-19,TV,5,Stranger Things,Stranger Things 3,4
United States,US,2022-06-19,TV,6,Stranger Things,Stranger Things 2,4
United States,US,2022-06-19,TV,7,Peaky Blinders,Peaky Blinders: Season 6,2
United States,US,2022-06-19,TV,8,God's Favorite Idiot,God's Favorite Idiot: Season 1,1
United States,US,2022-06-19,TV,9,Stranger Things,,4
United States,US,2022-06-19,TV,10,"Web of Make Believe: Death, Lies and the Internet","Web of Make Believe: Death, Lies and the Internet: Season 1",1
United States,US,2022-06-12,Films,1,Hustle,,1
United States,US,2022-06-12,Films,2,Interceptor,,2
United States,US,2022-06-12,Films,3,The Amazing Spider-Man,,2
United States,US,2022-06-12,Films,4,Mission: Impossible - Ghost Protocol,,1
United States,US,2022-06-12,Films,5,Titanic,,5
United States,US,2022-06-12,Films,6,Dumb and Dumber,,1
United States,US,2022-06-12,Films,7,"10,000 B.C.",,1
United States,US,2022-06-12,Films,8,The Hurt Locker,,1
United States,US,2022-06-12,Films,9,Mission: Impossible,,1
United States,US,2022-06-12,Films,10,Brahms: The Boy II,,1
United States,US,2022-06-12,TV,1,Stranger Things,Stranger Things 4,3
United States,US,2022-06-12,TV,2,All American,All American: Season 4,2
United States,US,2022-06-12,TV,3,Keep Sweet: Pray and Obey,Keep Sweet: Pray and Obey: Limited Series,1
United States,US,2022-06-12,TV,4,Stranger Things,Stranger Things 2,3
United States,US,2022-06-12,TV,5,Stranger Things,Stranger Things 3,3
United States,US,2022-06-12,TV,6,Stranger Things,,3
United States,US,2022-06-12,TV,7,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,5
United States,US,2022-06-12,TV,8,Peaky Blinders,Peaky Blinders: Season 6,1
United States,US,2022-06-12,TV,9,First Kill,First Kill: Season 1,1
United States,US,2022-06-12,TV,10,Ozark,Ozark: Season 4,14
United States,US,2022-06-05,Films,1,The Amazing Spider-Man,,1
United States,US,2022-06-05,Films,2,Disappearance at Clifton Hill,,1
United States,US,2022-06-05,Films,3,Interceptor,,1
United States,US,2022-06-05,Films,4,Anchorman: The Legend of Ron Burgundy,,1
United States,US,2022-06-05,Films,5,Senior Year,,4
United States,US,2022-06-05,Films,6,A Perfect Pairing,,3
United States,US,2022-06-05,Films,7,We Die Young,,1
United States,US,2022-06-05,Films,8,Top Gun,,2
United States,US,2022-06-05,Films,9,RRR (Hindi),,2
United States,US,2022-06-05,Films,10,Charlie and the Chocolate Factory,,6
United States,US,2022-06-05,TV,1,Stranger Things,Stranger Things 4,2
United States,US,2022-06-05,TV,2,All American,All American: Season 4,1
United States,US,2022-06-05,TV,3,Stranger Things,,2
United States,US,2022-06-05,TV,4,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,4
United States,US,2022-06-05,TV,5,Stranger Things,Stranger Things 2,2
United States,US,2022-06-05,TV,6,Stranger Things,Stranger Things 3,2
United States,US,2022-06-05,TV,7,Ozark,Ozark: Season 4,13
United States,US,2022-06-05,TV,8,Wrong Side of the Tracks,Wrong Side of the Tracks: Season 1,3
United States,US,2022-06-05,TV,9,All American,All American: Season 1,5
United States,US,2022-06-05,TV,10,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles: Season 1,1
United States,US,2022-05-29,Films,1,Senior Year,,3
United States,US,2022-05-29,Films,2,A Perfect Pairing,,2
United States,US,2022-05-29,Films,3,Jackass 4.5,,2
United States,US,2022-05-29,Films,4,Top Gun,,1
United States,US,2022-05-29,Films,5,Ben Is Back,,1
United States,US,2022-05-29,Films,6,Charlie and the Chocolate Factory,,5
United States,US,2022-05-29,Films,7,Our Father,,3
United States,US,2022-05-29,Films,8,Toscana,,1
United States,US,2022-05-29,Films,9,F*ck Love Too,,1
United States,US,2022-05-29,Films,10,RRR (Hindi),,1
United States,US,2022-05-29,TV,1,Stranger Things,Stranger Things 4,1
United States,US,2022-05-29,TV,2,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,3
United States,US,2022-05-29,TV,3,Wrong Side of the Tracks,Wrong Side of the Tracks: Season 1,2
United States,US,2022-05-29,TV,4,Stranger Things,,1
United States,US,2022-05-29,TV,5,Ozark,Ozark: Season 4,12
United States,US,2022-05-29,TV,6,Stranger Things,Stranger Things 3,1
United States,US,2022-05-29,TV,7,Stranger Things,Stranger Things 2,1
United States,US,2022-05-29,TV,8,The Boss Baby: Back in the Crib,The Boss Baby: Back in the Crib: Season 1,2
United States,US,2022-05-29,TV,9,The Circle,The Circle: Season 4,4
United States,US,2022-05-29,TV,10,Love on the Spectrum U.S.,Love on the Spectrum U.S.: Season 1,2
United States,US,2022-05-22,Films,1,Senior Year,,2
United States,US,2022-05-22,Films,2,A Perfect Pairing,,1
United States,US,2022-05-22,Films,3,Our Father,,2
United States,US,2022-05-22,Films,4,Borrego,,1
United States,US,2022-05-22,Films,5,Jackass 4.5,,1
United States,US,2022-05-22,Films,6,Operation Mincemeat,,2
United States,US,2022-05-22,Films,7,Marmaduke,,2
United States,US,2022-05-22,Films,8,Den of Thieves,,3
United States,US,2022-05-22,Films,9,Charlie and the Chocolate Factory,,4
United States,US,2022-05-22,Films,10,Happy Gilmore,,3
United States,US,2022-05-22,TV,1,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,2
United States,US,2022-05-22,TV,2,Ozark,Ozark: Season 4,11
United States,US,2022-05-22,TV,3,The Circle,The Circle: Season 4,3
United States,US,2022-05-22,TV,4,Who Killed Sara?,Who Killed Sara?: Season 3,1
United States,US,2022-05-22,TV,5,Bling Empire,Bling Empire: Season 2,2
United States,US,2022-05-22,TV,6,The Boss Baby: Back in the Crib,The Boss Baby: Back in the Crib: Season 1,1
United States,US,2022-05-22,TV,7,Workin' Moms,Workin' Moms: Season 6,2
United States,US,2022-05-22,TV,8,Outlander,Outlander: Season 5,2
United States,US,2022-05-22,TV,9,Love on the Spectrum U.S.,Love on the Spectrum U.S.: Season 1,1
United States,US,2022-05-22,TV,10,Wrong Side of the Tracks,Wrong Side of the Tracks: Season 1,1
United States,US,2022-05-15,Films,1,Senior Year,,1
United States,US,2022-05-15,Films,2,Our Father,,1
United States,US,2022-05-15,Films,3,Operation Mincemeat,,1
United States,US,2022-05-15,Films,4,U.S. Marshals,,2
United States,US,2022-05-15,Films,5,Den of Thieves,,2
United States,US,2022-05-15,Films,6,Marmaduke,,1
United States,US,2022-05-15,Films,7,Happy Gilmore,,2
United States,US,2022-05-15,Films,8,The Takedown,,1
United States,US,2022-05-15,Films,9,Forgetting Sarah Marshall,,1
United States,US,2022-05-15,Films,10,Forrest Gump,,2
United States,US,2022-05-15,TV,1,Ozark,Ozark: Season 4,10
United States,US,2022-05-15,TV,2,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,1
United States,US,2022-05-15,TV,3,Welcome to Eden,Welcome to Eden: Season 1,1
United States,US,2022-05-15,TV,4,The Circle,The Circle: Season 4,2
United States,US,2022-05-15,TV,5,Workin' Moms,Workin' Moms: Season 6,1
United States,US,2022-05-15,TV,6,Grace and Frankie,Grace and Frankie: Season 7,3
United States,US,2022-05-15,TV,7,Bling Empire,Bling Empire: Season 2,1
United States,US,2022-05-15,TV,8,Outlander,Outlander: Season 5,1
United States,US,2022-05-15,TV,9,Selling Sunset,Selling Sunset: Season 5,4
United States,US,2022-05-15,TV,10,Bridgerton,Bridgerton: Season 2,8
United States,US,2022-05-08,Films,1,The Gentlemen,,1
United States,US,2022-05-08,Films,2,U.S. Marshals,,1
United States,US,2022-05-08,Films,3,Rambo: Last Blood,,1
United States,US,2022-05-08,Films,4,Den of Thieves,,1
United States,US,2022-05-08,Films,5,Kung Fu Panda 3,,2
United States,US,2022-05-08,Films,6,War of the Worlds,,1
United States,US,2022-05-08,Films,7,Forrest Gump,,1
United States,US,2022-05-08,Films,8,Happy Gilmore,,1
United States,US,2022-05-08,Films,9,Honeymoon with My Mother,,1
United States,US,2022-05-08,Films,10,Rambo,,1
United States,US,2022-05-08,TV,1,Ozark,Ozark: Season 4,9
United States,US,2022-05-08,TV,2,Grace and Frankie,Grace and Frankie: Season 7,2
United States,US,2022-05-08,TV,3,Selling Sunset,Selling Sunset: Season 5,3
United States,US,2022-05-08,TV,4,Meltdown: Three Mile Island,Meltdown: Three Mile Island: Limited Series,1
United States,US,2022-05-08,TV,5,Bullsh*t The Gameshow,Bullsh*t The Gameshow: Season 1,2
United States,US,2022-05-08,TV,6,The Marked Heart,The Marked Heart: Season 1,3
United States,US,2022-05-08,TV,7,Bridgerton,Bridgerton: Season 2,7
United States,US,2022-05-08,TV,8,Ozark,Ozark: Season 1,4
United States,US,2022-05-08,TV,9,The Circle,The Circle: Season 4,1
United States,US,2022-05-08,TV,10,Married at First Sight,Married at First Sight: Season 10,4
United States,US,2022-05-01,Films,1,365 Days: This Day,,1
United States,US,2022-05-01,Films,2,The Mystery of Marilyn Monroe: The Unheard Tapes,,1
United States,US,2022-05-01,Films,3,How It Ends,,2
United States,US,2022-05-01,Films,4,Silverton Siege,,1
United States,US,2022-05-01,Films,5,Kung Fu Panda 3,,1
United States,US,2022-05-01,Films,6,Shrek Forever After,,5
United States,US,2022-05-01,Films,7,White Hot: The Rise & Fall of Abercrombie & Fitch,,2
United States,US,2022-05-01,Films,8,Shrek,,7
United States,US,2022-05-01,Films,9,Cleaner,,3
United States,US,2022-05-01,Films,10,The Adam Project,,8
United States,US,2022-05-01,TV,1,Ozark,Ozark: Season 4,8
United States,US,2022-05-01,TV,2,Selling Sunset,Selling Sunset: Season 5,2
United States,US,2022-05-01,TV,3,The Marked Heart,The Marked Heart: Season 1,2
United States,US,2022-05-01,TV,4,Conversations with a Killer: The John Wayne Gacy Tapes,Conversations with a Killer: The John Wayne Gacy Tapes: Limited Series,2
United States,US,2022-05-01,TV,5,Bridgerton,Bridgerton: Season 2,6
United States,US,2022-05-01,TV,6,Married at First Sight,Married at First Sight: Season 10,3
United States,US,2022-05-01,TV,7,Grace and Frankie,Grace and Frankie: Season 7,1
United States,US,2022-05-01,TV,8,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series,3
United States,US,2022-05-01,TV,9,The Ultimatum: Marry or Move On,The Ultimatum: Marry or Move On: Season 1,4
United States,US,2022-05-01,TV,10,Bullsh*t The Gameshow,Bullsh*t The Gameshow: Season 1,1
United States,US,2022-04-24,Films,1,White Hot: The Rise & Fall of Abercrombie & Fitch,,1
United States,US,2022-04-24,Films,2,Cleaner,,2
United States,US,2022-04-24,Films,3,Choose or Die,,2
United States,US,2022-04-24,Films,4,How It Ends,,1
United States,US,2022-04-24,Films,5,Shrek Forever After,,4
United States,US,2022-04-24,Films,6,Shrek,,6
United States,US,2022-04-24,Films,7,The Adam Project,,7
United States,US,2022-04-24,Films,8,The Blind Side,,4
United States,US,2022-04-24,Films,9,Shrek 2,,6
United States,US,2022-04-24,Films,10,Ouija: Origin of Evil,,1
United States,US,2022-04-24,TV,1,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series,2
United States,US,2022-04-24,TV,2,Conversations with a Killer: The John Wayne Gacy Tapes,Conversations with a Killer: The John Wayne Gacy Tapes: Limited Series,1
United States,US,2022-04-24,TV,3,The Ultimatum: Marry or Move On,The Ultimatum: Marry or Move On: Season 1,3
United States,US,2022-04-24,TV,4,Bridgerton,Bridgerton: Season 2,5
United States,US,2022-04-24,TV,5,Married at First Sight,Married at First Sight: Season 10,2
United States,US,2022-04-24,TV,6,Selling Sunset,Selling Sunset: Season 5,1
United States,US,2022-04-24,TV,7,The Marked Heart,The Marked Heart: Season 1,1
United States,US,2022-04-24,TV,8,Better Call Saul,Better Call Saul: Season 5,3
United States,US,2022-04-24,TV,9,CoComelon,CoComelon: Season 5,4
United States,US,2022-04-24,TV,10,Queen of the South,Queen of the South: Season 5,3
United States,US,2022-04-17,Films,1,The Call,,1
United States,US,2022-04-17,Films,2,Cleaner,,1
United States,US,2022-04-17,Films,3,Without a Paddle,,2
United States,US,2022-04-17,Films,4,Choose or Die,,1
United States,US,2022-04-17,Films,5,Shrek Forever After,,3
United States,US,2022-04-17,Films,6,Catch and Release,,2
United States,US,2022-04-17,Films,7,Four Brothers,,2
United States,US,2022-04-17,Films,8,Hop,,1
United States,US,2022-04-17,Films,9,The Blind Side,,3
United States,US,2022-04-17,Films,10,The Adam Project,,6
United States,US,2022-04-17,TV,1,The Ultimatum: Marry or Move On,The Ultimatum: Marry or Move On: Season 1,2
United States,US,2022-04-17,TV,2,Bridgerton,Bridgerton: Season 2,4
United States,US,2022-04-17,TV,3,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series,1
United States,US,2022-04-17,TV,4,Better Call Saul,Better Call Saul: Season 5,2
United States,US,2022-04-17,TV,5,Queen of the South,Queen of the South: Season 5,2
United States,US,2022-04-17,TV,6,Our Great National Parks,Our Great National Parks: Limited Series,1
United States,US,2022-04-17,TV,7,Bridgerton,Bridgerton: Season 1,4
United States,US,2022-04-17,TV,8,Married at First Sight,Married at First Sight: Season 10,1
United States,US,2022-04-17,TV,9,CoComelon,CoComelon: Season 5,3
United States,US,2022-04-17,TV,10,Inventing Anna,Inventing Anna: Limited Series,10
United States,US,2022-04-10,Films,1,The Blind Side,,2
United States,US,2022-04-10,Films,2,Shrek Forever After,,2
United States,US,2022-04-10,Films,3,Four Brothers,,1
United States,US,2022-04-10,Films,4,Without a Paddle,,1
United States,US,2022-04-10,Films,5,Monster-in-Law,,1
United States,US,2022-04-10,Films,6,The Bubble,,2
United States,US,2022-04-10,Films,7,Molly's Game,,1
United States,US,2022-04-10,Films,8,Catch and Release,,1
United States,US,2022-04-10,Films,9,Blow,,1
United States,US,2022-04-10,Films,10,The Adam Project,,5
United States,US,2022-04-10,TV,1,Bridgerton,Bridgerton: Season 2,3
United States,US,2022-04-10,TV,2,The Ultimatum: Marry or Move On,The Ultimatum: Marry or Move On: Season 1,1
United States,US,2022-04-10,TV,3,Better Call Saul,Better Call Saul: Season 5,1
United States,US,2022-04-10,TV,4,Bridgerton,Bridgerton: Season 1,3
United States,US,2022-04-10,TV,5,Queen of the South,Queen of the South: Season 5,1
United States,US,2022-04-10,TV,6,CoComelon,CoComelon: Season 5,2
United States,US,2022-04-10,TV,7,Inventing Anna,Inventing Anna: Limited Series,9
United States,US,2022-04-10,TV,8,Is It Cake?,Is It Cake?: Season 1,4
United States,US,2022-04-10,TV,9,Heartland,Heartland: Season 14,2
United States,US,2022-04-10,TV,10,Get Organized with The Home Edit,Get Organized with The Home Edit: Season 2,2
United States,US,2022-04-03,Films,1,The Blind Side,,1
United States,US,2022-04-03,Films,2,Blade Runner 2049,,2
United States,US,2022-04-03,Films,3,Shrek Forever After,,1
United States,US,2022-04-03,Films,4,The Adam Project,,4
United States,US,2022-04-03,Films,5,The Bubble,,1
United States,US,2022-04-03,Films,6,Trust No One: The Hunt for the Crypto King,,1
United States,US,2022-04-03,Films,7,Shrek,,5
United States,US,2022-04-03,Films,8,Shrek 2,,5
United States,US,2022-04-03,Films,9,Sherlock Holmes: A Game of Shadows,,1
United States,US,2022-04-03,Films,10,Blade: Trinity,,1
United States,US,2022-04-03,TV,1,Bridgerton,Bridgerton: Season 2,2
United States,US,2022-04-03,TV,2,Bridgerton,Bridgerton: Season 1,2
United States,US,2022-04-03,TV,3,Is It Cake?,Is It Cake?: Season 1,3
United States,US,2022-04-03,TV,4,Inventing Anna,Inventing Anna: Limited Series,8
United States,US,2022-04-03,TV,5,Good Girls,Good Girls: Season 4,4
United States,US,2022-04-03,TV,6,The Last Kingdom,The Last Kingdom: Season 5,4
United States,US,2022-04-03,TV,7,PIECES OF HER,PIECES OF HER: Season 1,5
United States,US,2022-04-03,TV,8,CoComelon,CoComelon: Season 5,1
United States,US,2022-04-03,TV,9,Heartland,Heartland: Season 14,1
United States,US,2022-04-03,TV,10,Get Organized with The Home Edit,Get Organized with The Home Edit: Season 2,1
United States,US,2022-03-27,Films,1,The Adam Project,,3
United States,US,2022-03-27,Films,2,Black Crab,,2
United States,US,2022-03-27,Films,3,A Walk Among the Tombstones,,2
United States,US,2022-03-27,Films,4,Rescued by Ruby,,2
United States,US,2022-03-27,Films,5,Blade Runner 2049,,1
United States,US,2022-03-27,Films,6,Windfall,,2
United States,US,2022-03-27,Films,7,Shrek,,4
United States,US,2022-03-27,Films,8,London Has Fallen,,2
United States,US,2022-03-27,Films,9,Shrek 2,,4
United States,US,2022-03-27,Films,10,In Good Hands,,1
United States,US,2022-03-27,TV,1,Bridgerton,Bridgerton: Season 2,1
United States,US,2022-03-27,TV,2,Is It Cake?,Is It Cake?: Season 1,2
United States,US,2022-03-27,TV,3,Inventing Anna,Inventing Anna: Limited Series,7
United States,US,2022-03-27,TV,4,Good Girls,Good Girls: Season 4,3
United States,US,2022-03-27,TV,5,Bridgerton,Bridgerton: Season 1,1
United States,US,2022-03-27,TV,6,Bad Vegan: Fame. Fraud. Fugitives.,Bad Vegan: Fame. Fraud. Fugitives.: Limited Series,2
United States,US,2022-03-27,TV,7,The Last Kingdom,The Last Kingdom: Season 5,3
United States,US,2022-03-27,TV,8,PIECES OF HER,PIECES OF HER: Season 1,4
United States,US,2022-03-27,TV,9,Human Resources,Human Resources: Season 1,2
United States,US,2022-03-27,TV,10,Top Boy,Top Boy: Season 2,1
United States,US,2022-03-20,Films,1,The Adam Project,,2
United States,US,2022-03-20,Films,2,A Walk Among the Tombstones,,1
United States,US,2022-03-20,Films,3,Black Crab,,1
United States,US,2022-03-20,Films,4,Rescued by Ruby,,1
United States,US,2022-03-20,Films,5,Shrek,,3
United States,US,2022-03-20,Films,6,Shrek 2,,3
United States,US,2022-03-20,Films,7,London Has Fallen,,1
United States,US,2022-03-20,Films,8,A Madea Homecoming,,4
United States,US,2022-03-20,Films,9,Despicable Me 2,,7
United States,US,2022-03-20,Films,10,Windfall,,1
United States,US,2022-03-20,TV,1,Good Girls,Good Girls: Season 4,2
United States,US,2022-03-20,TV,2,The Last Kingdom,The Last Kingdom: Season 5,2
United States,US,2022-03-20,TV,3,Bad Vegan: Fame. Fraud. Fugitives.,Bad Vegan: Fame. Fraud. Fugitives.: Limited Series,1
United States,US,2022-03-20,TV,4,Inventing Anna,Inventing Anna: Limited Series,6
United States,US,2022-03-20,TV,5,PIECES OF HER,PIECES OF HER: Season 1,3
United States,US,2022-03-20,TV,6,Life After Death with Tyler Henry,Life After Death with Tyler Henry: Season 1,2
United States,US,2022-03-20,TV,7,Is It Cake?,Is It Cake?: Season 1,1
United States,US,2022-03-20,TV,8,Love Is Blind,Love Is Blind: Season 2,6
United States,US,2022-03-20,TV,9,Worst Roommate Ever,Worst Roommate Ever: Season 1,3
United States,US,2022-03-20,TV,10,Human Resources,Human Resources: Season 1,1
United States,US,2022-03-13,Films,1,The Adam Project,,1
United States,US,2022-03-13,Films,2,Shrek,,2
United States,US,2022-03-13,Films,3,Shrek 2,,2
United States,US,2022-03-13,Films,4,Shooter,,1
United States,US,2022-03-13,Films,5,A Madea Homecoming,,3
United States,US,2022-03-13,Films,6,The Weekend Away,,2
United States,US,2022-03-13,Films,7,Coach Carter,,1
United States,US,2022-03-13,Films,8,21,,1
United States,US,2022-03-13,Films,9,The Green Mile,,1
United States,US,2022-03-13,Films,10,Despicable Me 2,,6
United States,US,2022-03-13,TV,1,PIECES OF HER,PIECES OF HER: Season 1,2
United States,US,2022-03-13,TV,2,Good Girls,Good Girls: Season 4,1
United States,US,2022-03-13,TV,3,The Last Kingdom,The Last Kingdom: Season 5,1
United States,US,2022-03-13,TV,4,Inventing Anna,Inventing Anna: Limited Series,5
United States,US,2022-03-13,TV,5,Worst Roommate Ever,Worst Roommate Ever: Season 1,2
United States,US,2022-03-13,TV,6,Love Is Blind,Love Is Blind: Season 2,5
United States,US,2022-03-13,TV,7,Vikings: Valhalla,Vikings: Valhalla: Season 1,3
United States,US,2022-03-13,TV,8,Life After Death with Tyler Henry,Life After Death with Tyler Henry: Season 1,1
United States,US,2022-03-13,TV,9,The Last Kingdom,The Last Kingdom: Season 1,1
United States,US,2022-03-13,TV,10,Good Girls,Good Girls: Season 1,1
United States,US,2022-03-06,Films,1,A Madea Homecoming,,2
United States,US,2022-03-06,Films,2,Shrek 2,,1
United States,US,2022-03-06,Films,3,The Weekend Away,,1
United States,US,2022-03-06,Films,4,Just Like Heaven,,1
United States,US,2022-03-06,Films,5,Battleship,,1
United States,US,2022-03-06,Films,6,21 Bridges,,1
United States,US,2022-03-06,Films,7,Against The Ice,,1
United States,US,2022-03-06,Films,8,Shrek,,1
United States,US,2022-03-06,Films,9,Despicable Me 2,,5
United States,US,2022-03-06,Films,10,Restless,,2
United States,US,2022-03-06,TV,1,Worst Roommate Ever,Worst Roommate Ever: Season 1,1
United States,US,2022-03-06,TV,2,Vikings: Valhalla,Vikings: Valhalla: Season 1,2
United States,US,2022-03-06,TV,3,Inventing Anna,Inventing Anna: Limited Series,4
United States,US,2022-03-06,TV,4,Love Is Blind,Love Is Blind: Season 2,4
United States,US,2022-03-06,TV,5,PIECES OF HER,PIECES OF HER: Season 1,1
United States,US,2022-03-06,TV,6,jeen-yuhs: A Kanye Trilogy,,3
United States,US,2022-03-06,TV,7,Sweet Magnolias,Sweet Magnolias: Season 2,5
United States,US,2022-03-06,TV,8,Love Is Blind,Love Is Blind: Season 1,2
United States,US,2022-03-06,TV,9,CoComelon,CoComelon: Season 4,12
United States,US,2022-03-06,TV,10,Ozark,Ozark: Season 4,7
United States,US,2022-02-27,Films,1,A Madea Homecoming,,1
United States,US,2022-02-27,Films,2,Despicable Me 2,,4
United States,US,2022-02-27,Films,3,Texas Chainsaw Massacre,,2
United States,US,2022-02-27,Films,4,The Tinder Swindler,,4
United States,US,2022-02-27,Films,5,St. Vincent,,2
United States,US,2022-02-27,Films,6,Despicable Me,,4
United States,US,2022-02-27,Films,7,Blackhat,,2
United States,US,2022-02-27,Films,8,Restless,,1
United States,US,2022-02-27,Films,9,Downfall: The Case Against Boeing,,1
United States,US,2022-02-27,Films,10,Halloween,,1
United States,US,2022-02-27,TV,1,Inventing Anna,Inventing Anna: Limited Series,3
United States,US,2022-02-27,TV,2,Love Is Blind,Love Is Blind: Season 2,3
United States,US,2022-02-27,TV,3,Vikings: Valhalla,Vikings: Valhalla: Season 1,1
United States,US,2022-02-27,TV,4,Sweet Magnolias,Sweet Magnolias: Season 2,4
United States,US,2022-02-27,TV,5,jeen-yuhs: A Kanye Trilogy,,2
United States,US,2022-02-27,TV,6,Ozark,Ozark: Season 4,6
United States,US,2022-02-27,TV,7,The Cuphead Show!,The Cuphead Show!: Season 1,2
United States,US,2022-02-27,TV,8,All of Us Are Dead,All of Us Are Dead: Season 1,5
United States,US,2022-02-27,TV,9,Space Force,Space Force: Season 2,1
United States,US,2022-02-27,TV,10,CoComelon,CoComelon: Season 4,11
United States,US,2022-02-20,Films,1,Texas Chainsaw Massacre,,1
United States,US,2022-02-20,Films,2,Despicable Me 2,,3
United States,US,2022-02-20,Films,3,St. Vincent,,1
United States,US,2022-02-20,Films,4,The Tinder Swindler,,3
United States,US,2022-02-20,Films,5,Blackhat,,1
United States,US,2022-02-20,Films,6,Tall Girl 2,,2
United States,US,2022-02-20,Films,7,Despicable Me,,3
United States,US,2022-02-20,Films,8,Fistful of Vengeance,,1
United States,US,2022-02-20,Films,9,The Hangover,,2
United States,US,2022-02-20,Films,10,Last Man Down,,1
United States,US,2022-02-20,TV,1,Inventing Anna,Inventing Anna: Limited Series,2
United States,US,2022-02-20,TV,2,Love Is Blind,Love Is Blind: Season 2,2
United States,US,2022-02-20,TV,3,Sweet Magnolias,Sweet Magnolias: Season 2,3
United States,US,2022-02-20,TV,4,Ozark,Ozark: Season 4,5
United States,US,2022-02-20,TV,5,All of Us Are Dead,All of Us Are Dead: Season 1,4
United States,US,2022-02-20,TV,6,Raising Dion,Raising Dion: Season 2,3
United States,US,2022-02-20,TV,7,jeen-yuhs: A Kanye Trilogy,,1
United States,US,2022-02-20,TV,8,Sweet Magnolias,Sweet Magnolias: Season 1,3
United States,US,2022-02-20,TV,9,Catching Killers,Catching Killers: Season 2,2
United States,US,2022-02-20,TV,10,The Cuphead Show!,The Cuphead Show!: Season 1,1
United States,US,2022-02-13,Films,1,The Tinder Swindler,,2
United States,US,2022-02-13,Films,2,Despicable Me 2,,2
United States,US,2022-02-13,Films,3,Despicable Me,,2
United States,US,2022-02-13,Films,4,Tall Girl 2,,1
United States,US,2022-02-13,Films,5,The Hangover,,1
United States,US,2022-02-13,Films,6,Transformers: Dark of the Moon,,2
United States,US,2022-02-13,Films,7,The Other Guys,,1
United States,US,2022-02-13,Films,8,Home Team,,3
United States,US,2022-02-13,Films,9,Through My Window,,1
United States,US,2022-02-13,Films,10,Warrior,,1
United States,US,2022-02-13,TV,1,Inventing Anna,Inventing Anna: Limited Series,1
United States,US,2022-02-13,TV,2,Sweet Magnolias,Sweet Magnolias: Season 2,2
United States,US,2022-02-13,TV,3,All of Us Are Dead,All of Us Are Dead: Season 1,3
United States,US,2022-02-13,TV,4,Ozark,Ozark: Season 4,4
United States,US,2022-02-13,TV,5,Love Is Blind,Love Is Blind: Season 2,1
United States,US,2022-02-13,TV,6,Raising Dion,Raising Dion: Season 2,2
United States,US,2022-02-13,TV,7,Sweet Magnolias,Sweet Magnolias: Season 1,2
United States,US,2022-02-13,TV,8,The Woman in the House Across the Street from the Girl in the Window,The Woman in the House Across the Street from the Girl in the Window: Season 1,3
United States,US,2022-02-13,TV,9,Raising Dion,Raising Dion: Season 1,2
United States,US,2022-02-13,TV,10,Catching Killers,Catching Killers: Season 2,1
United States,US,2022-02-06,Films,1,Home Team,,2
United States,US,2022-02-06,Films,2,Despicable Me 2,,1
United States,US,2022-02-06,Films,3,The Tinder Swindler,,1
United States,US,2022-02-06,Films,4,Transformers: Revenge of the Fallen,,1
United States,US,2022-02-06,Films,5,Can You Keep a Secret?,,1
United States,US,2022-02-06,Films,6,The Lucky One,,1
United States,US,2022-02-06,Films,7,Despicable Me,,1
United States,US,2022-02-06,Films,8,Transformers: Dark of the Moon,,1
United States,US,2022-02-06,Films,9,That's My Boy,,1
United States,US,2022-02-06,Films,10,Countdown,,1
United States,US,2022-02-06,TV,1,All of Us Are Dead,All of Us Are Dead: Season 1,2
United States,US,2022-02-06,TV,2,The Woman in the House Across the Street from the Girl in the Window,The Woman in the House Across the Street from the Girl in the Window: Season 1,2
United States,US,2022-02-06,TV,3,Ozark,Ozark: Season 4,3
United States,US,2022-02-06,TV,4,Sweet Magnolias,Sweet Magnolias: Season 2,1
United States,US,2022-02-06,TV,5,Raising Dion,Raising Dion: Season 2,1
United States,US,2022-02-06,TV,6,In From the Cold,In From the Cold: Season 1,2
United States,US,2022-02-06,TV,7,Raising Dion,Raising Dion: Season 1,1
